content;Labels
Ovo mantabbbb..walau kadang suka lemot atau eror..tapi selebih nya mudah digunakan dan murah bea admin nya..mantab;Positive
Aplikasinya Bagus, Keren, Mantap. Banyakin promo dan bonus nya dongðŸ‘ðŸ‘;Positive
Aplikasi makin lama makin berat susah buat login,dari kemaren muter2 terusss pening lahh;Negative
Mending pake aplikasi Dana lebih mudah dan murah diberi 10x free transfer. Untuk upgrade ke primer pun buang buang waktu.;Negative
susahnya mau hapus akun no hape sudah gak aktif,ada pertanyaan yg gak nyambung banget,pakai NIK aja sdh cukup alasan dmi keamanan,gak gitu amat kali,slow respon,gmail 3 kali 24 jam gak dibales,nelpon ke costumer servis hasil gak memuaskan.;Negative
Proses transaksix sangat lambat..., seperti transaksi pulsa, token listrik smua lambat..., giliran top up masukx cpt..., aplikasi ANEH. jadi gak nyaman pakex, terkadang paswor yg dimasukan katax salah..., pdahal paswornx da benar.., APLIKASI EROR;Negative
Aplikasi nya kurang cepat saat ada komplain keluar,, terlalu lama saat proses nya;Negative
Apk sampah mau tf aja terjadi kesalahan terus padahal udah premium tolong dong bikin apk yang berguna dikit dari jam 3 sore sampe skrang ga bisa tf;Negative
Keren sangat membantu.kalau bisa tambah kan lagi paket2 murah utk ojol.;Positive
toup aja di potong ada biaya juga, transfer juga Biya nya cukup besar, klo untuk bisnis kecil-kecilan cepet tekor,,,,, GK seperti dompet digital yang lain;Negative
Gak pernah cepat di buka Serba slow semua Kecewa banget padahal hampir semua transaksi saya lakukan melalui ovo;Negative
Aplikasi ovo makin hari makin mengecewakan pelayanannya,,,,sering gangguan,sehingga transaksi sering gagal,atau lambat...tpi saldo sudah kepotong....;Negative
terus tingkatkan kemudahan dan kemajuan nya, sukses sehat selalu semuanya;Positive
Aplikasi ini udh bgus untuk pembayaran pengiriman dll, tpi kurang nya di saat kita top up potongan nya terlalu besar kemarinÂ² 1000k skrang udh naik jdi 1500k blum juga kta kalau mau TF ke bank potongan nya lebih gede lagi smpai 2500k, munkin udh naik lagi smpai 3000k, sungguh potongan nya terlalu besar, nggak sma dana, kalau dana no potongÂ², munkin dri pusat bisa di perbaiki lagi yah, krna rugi kita top up lewat brilink udh pakai ongkos 5rb tmbah di potong lagi pula saat uang msuk ke OVOðŸ˜ª;Neutral
Selamat siang,saya transaksi di Indomaret dapat poin casbak 2000 aku transaksi 5kali yang masuk cuma 2,terkadang gak masuk sama sekali,gimana solusinya,,,masa beda bgt sama aplikasi yang lain klau yang lain dpt poin atau casbak mau pun transaksi 5 kali juga casbak masuk semua,kalau diovo udah brp kali saya pakai ovo transaksi 5 yang masuk casbak atau poinnya cuma 2 yg masuknya terkadang gak masuk sama sekali,tolong solusinya,kalau begini kan kita kecewa,,ðŸ™ðŸ™;Negative
Hai OVo aplikasi apa ini kok saya gak bisa masuk kok sering gangguan terus payah aplikasi OVO ini.gak sepotif masuk buka password gak bisa.payah aplikasi sampah rakyat ini ya OVo ini buang aja gak usah download kawan aplikasi sampah sering gangguan buang buang ditempat sampah gak ada gunanya OVO ini.klau emang gak bisa buat pelanggan nyaman gak usah ditaruh play store.beli koin aja gak bisa bilangnya mencurigakan.. hadeeeh lama lama aku uinstaal aplikasi ini transfer mahal banget adminya.potonga;Negative
tidak bisa login OTP ditungguin ngg muncul2, parah.;Negative
Review jujur dariku pengguna OVO lama, untuk semua keamanan di OVO sudah cukup bagus dan baik, namun mungkin agak disayangkan aja setiap menerima transfer masuk pasti terkena admin. Kalau ngga mungkin sudah aku kasih bintang 5, but ITS oke bintang 4 juga udh bagus, kedepannya semoga potongan administrasinya dikecilkan lagi kaya 500rp mungkin biar pengguna makin semangat pakai OVO. Chears;Positive
Mantap tapi belum bisa up grade tolong di permudah. Sistim upgrade nya;Positive
Topup di Indomaret 110000 udah masuk struk Indomaret ada . mau transfer ga bisa minta upgrade udah di upgrade saldo malah tinggal 2000rp doang .live chat balesnya gitu2 doang telfon ampe pulsa abis 50 rb sama aja pengecekan2 aja ga solutif. Payah ribet lagi di butuhkan bukunya gampang saldo malah ilang. Proses 1x 24 jam . Merugikannn;Negative
kenapa susah sekali buat verifikasi, seribu kali sudah saya mengulang, bagaimana buat menggunakan aplikasi anda, jika di persulit spt ini...;Negative
mengecewakan, transfer dari ovo ke bank saldo saya sudah berkurang tapi dari tadi status pengiriman sedang diproses terus dan si penerima belum juga mendapatkan uangnya... CS udah dihubungi tapi tidak ada respon;Negative
Ovo sekarang malah gak jelas, parah.. uda bbrp kali cashback dr pembayaran tagihan gak pernah msk ke ovo point, pengembalian dana juga gak msk ke saldo ovo, udah buat laporan gak ada penyelesaian sama sekali, udah srh kirim screen shot tp ttp aja gak selesai, saldo gak balik n cashback gak pernah saya terima..;Negative
ilangin dong minimum transer nya jangan 10 rb. Perbanyak promo, bonus juga jangan lupa thr. Terimakasih;Neutral
Pakai OVO sangat menyenangkan. Bisa dipakai berbelanja diberbagai toko, mendukung berbagai pembayaran online, transfer dari OVO ke rekening sangat mudah, dan bisa investasi reksadanaðŸ˜Š. Semoga OVO dapat terus berkembang menjadi lebih baik.;Positive
kepada ovo mengapa aplikasi ovo saya rasakan hampir setiap kali selalu mengalami kendala ini itu,belum lagi tidak adanya kebijakan yg bisa saya rasakan dengan sebagai pengguna ovo premier yg tdk merasakan layanan ovo pay later,dan beberapa produk2nya..;Negative
Parah banget, internet sudah stabil mau masuk saja susah banget.. harus selalu pakai wifi baru bisa masuk.. aplikasi terlalu lambat dan berat, padahal spek hape sudah tinggi...;Negative
Tinggal sekali klik..sgt mudah smga keamanan terjamin;Positive
Sering banget eror,apalagi kalo buat beli PLN pulsa dll.sistemnya burik banget. Eror2 Mulu buat apa. Lelet;Negative
Sangat merugikan, tiap topup di potong fee, mana gede lagi, beda sama aplikasi tetangga yang potongnnya sdikit, plus biaya transfer ke bank juga ada biaya admin, sangat merugikan, auto uninstal;Negative
Terlalu banyak admin,, mau top up kena fee , yang masuk juga tidak utuh, tarik juga kena admin. aplikasi miskin. mending pke aplikasi dana.. tanpa biaya admin. setelah ini ovo gw uninstal, gak recomended.;Negative
Setelah update makin gk bisa login;Negative
Setelah di-update performa makin menurun;Negative
Ovo tidak semudah aplikasi sebelah dana.mau upgride ga bisa data e-KTP udah pernah digunakan,terus kl yg akun lama udah ga dipake,mau pake ganti nmr telepon yg baru upgride ga bisa. Sulit pake aplikasi ini bukan dipermudah malah dipersulit,;Negative
Aplikasi sangat report kalo kita yang serba cepat bisnis susah make aplikasi ini tranfers ke bank aja yg ratusan ribu nunggu sampe 2 hari. Perbaikilah kalo nga banyak yg pinda ke aplikasi sebelah;Negative
Tidak di sarankan untuk yg menyimpan uang sebagai metode pembayaran atau tabuangan utama karna aplikasi sering sekali bermasalah saat akan masuk contoh nya hari ini 2 Maret 2023 jam 18:30 qplikasi tidak tidak menanggapi setelah memasuka pin.;Negative
Bagus, cepat dan nggak ribet.â¤ï¸ Cuman kalo pas gangguan Lama banget benernya;Positive
Kok Aneh....saya di transfer saldo...biaya pengirrimnya udah ditanggung si pengirim.... saya sebagai penerima...kok kena biaya pengiriman juga????;Negative
Ini lagi eror atau gimana? Udh dimasukin sandi kok ga bisa kebuka apk? Mana udh terlanjur ngisi saldo di apk ini buat pembayaran lainnya...duhhhh bikin khawatir, udh di update kok malah tambah eror apkny...kalo udh ada perbaikan baru deh nanti saya benerin bintang ny...;Negative
XL semakin bagus ,cuman kalau keluar kota sinyal hampir tidak dapat dan bahkan hilang .semoga jaringannya diperluas;Positive
Saran untung yg blum download apk ini mending jangan deh.. mending pake dana atau gopay.. masa TF ke rekening bang saldo kepotong tapi ga masuk ke nomor tujuan.. untung cuma 100rb;Negative
Dikit dikit update gw disin membutuhkan saldo/dana dari uang tersebut ga bisa kah kaya apk yg lain;Negative
Nah ini baru bener ,ada laporan cepat tanggap,moga kedepan ovo tidak di bikin ribet karena aturan,kalo BS dipermudah ngapain dipersulit,dah kaya jalan aja,belok dikit smpe malah dibikin muter,ayo Indonesia maju ,jgn terjebak aturan yg bikin org2 Indonesia ga maju2,semua tau,di Indonesia ini sangat byk orang pintar,tp sayang tempat buat mereka.;Positive
Banyak ribetnya , Aplikasinya hanya jadi sampah di layar hanphoneðŸ¤£ðŸ¤£ðŸ¤£;Negative
Aplikasi ini gimana hilang sudah saldo saya tidak bisa masuk setelah aplksi trhpus bbrpakali hpus dwonlod ttpi tidak bisa masuk akun jahat banget.;Negative
Jangan pernah pake apk ini jelek sekali tidak ada pertangung jawaban saya sudah top up tapi ngak bisa di upgrade jadi premium;Negative
Ribet, sering eror sma ngebug aplikasi nya, loading lama kali;Negative
Saya ga bisa upgrade terus ke premier. Jabanya hanya sementara aja;Negative
Aplikasinya Memang Top dilengkapi dengan Qriss yang Realtime langsung masuk wahh recommended banget nih pokoknya kalian kalau ngga percaya bisa dibuktikan sendiri deh.. â˜º;Positive
aplikasi sampah ber ulang kali ku coba tak kunjung di kirim kode verifikasi.. aku menghapus kembali aplikasi busuk ini..ðŸ˜ˆ;Negative
Sdh dari dulu pake ovo, transfer ke bank lain jga juga cepat. Aplikasi yang memudahkan untuk transaksi dan untuk upgrade ke premium jga gak susah ðŸ‘;Positive
Tidak bisa upgrade percuma download juga bisa isi ga bisa keluar;Negative
Baik dan mudah, cuma sayang stiap top up sllu terpotong, jdi duit gak utuh udah pake admin, di potong pula, stiap tf ke yg lain juga admin nya lumayan gede bnget, gk kaya tetengga yg stiap kita tf itu biaya gratissss;Positive
Sampai saat ini masih lancar dan tidak ada kendala dari tahun lalu sampai sekarang, lanjutan;Positive
Aplikasi payah, saldo saya dipotong waktu pembayaran ke klik Indomaret,sementara transaksi sudah dibatalkan setelah buat laporan tetap juga nggak DI refund tu saldo, kalau blom bisa kerja sama dengan Indomaret jangan gabung dulu lah, merugikan orang aja, bijaksana dalamembuat program;Negative
Alhamdulillah... Sangat membantu sekali dalam melakukan transaksi pembayaran apapunðŸ‘ðŸ‘ðŸ‘;Positive
Ni gimana si udah berapa kali minta kode otp eh gk ada udah lama coba ga ada tu kode padahal no masi Akti no wa jug yg itu udah di update malah sama ga ada ga dikirim kode nya sayang kan masih ada saldo di akun nya gimana ni kok gini sik kalo gini mending ganti aja dehh;Negative
Transaksi sangat mudah dan cepat saat darurat bisa jadi alternatif;Positive
Sy kecewa dgn OVO krn saldo sy berkurang 10 rb rupiah entah kmn, pdhl sy sama se x ga gunakan utk transaksi apapun.;Negative
Parah top up nga masuk masuk padahal udah di transfer pake akun dana Nn parah banget n masah bukti pembayaran berhasil baru saldo nga masuk n pokoknya buat saya parah banget n aplikasi penipu;Negative
Minta nomor customer service, nomor wa,atw nomor apa saja yg bisa lngsung di hubungi dari pihak ovo yg bertanggung jawab,jangan nomor cal senter,agar dapat mempermudah pengguna ovo yg lain menyampaikan keluhan,masukan atau pendapat mereka,. Bila perlu beri fitur yg langsung merespon keluhan para pengguna secara langsung di dalam Ewalet, seperti Ewalet sebelah.;Neutral
Aplikasi ini sangat bagus dan gampang cara pembayaran nya dan simple;Positive
Sangat bermanfaat, mempermudah dalam bertransaksi;Positive
Terima Kasih karena mempermudah dlm berTransaksi,, tapi klo bisa potongannya jangan besar- besar y..wkwkwk;Positive
Aplikasi makin hari makin error',log out sendiri,chat cs gak di respon,email juga gak di respon,dari awal muncul pakai ovo,setiap update pasti masalah,kapok;Negative
Sering error jdi males Seharian gabisa transfer klah sama apk sbelah Kmren trabsfer dri saya berhasil tpi ke rekening yng dituju ga masuk2 smpe skarang;Negative
Makin lama makin gk jelas,. Masa gk bisa login , padahal sandi nya betul,. Respon kalian pun lemoootttt, aplikasi anjinnngggg;Negative
Saya baru top up di indomaret tapi pas saldo masuk tiba tiba akun terblokir setega ini bagai mana dengan saldo saya;Negative
sudah lama pake OVO , sebelumnya baik2 aja, kenapa makin ke sini makin merugikan, contohnya melakukan Topup menggunakan M-banking sudah berhasil terus kembali ke aplikasi OVO malah di suruh daftar ulang, sudah di masukan Kode security seperti biasa malah terbelokir, di suruh nunggu 1Ã—24 jam.;Negative
Baru hari ini security code nya salah terus..kemaren2 bisa..udah dicoba buat security code baru..pas verifikasi ulang masa gagal terus..tlp cs udah sampe habis pulsa gak bisa2..di email cs nya..respon nya lama banget..;Negative
Gak masuk akal bangkai knp saya login dengan nomor yg sama sandi yg sama tp tak bisa login akun mlh di blok;Negative
Baru pakai bayar d hypermart. Plg krmh buka aplikasi sidikjari ditolak, pin ditolak. Bbrapa kali d coba langsung tdk bs.cb verifikasi lewat no hp, email semua ditolak saat proses bikin pwd baru. Cs d hubungin tdk bs. bisa masuk tengah malam, cs sibuk semua nunggu sampai bicara dg cs habis pulsa 12rb.disuruh cs cb lg setelah 1 jam.Saldo masih 1jt3rts an MAKSUDNYA APA WOI OVO???? Ini begitu bs login. Tarik semua saldo.akan langsung Langsung uninstall.ðŸ™‚ terimakasih ovo untuk pengalaman nya;Negative
Jujur banget kecewa sama ovo, tiba2 gangguan sistem tanpa ad pemberitahuan, admin cs ditelpon cuma di skip terus, chat cs lama banget, limit tf ke nomor sama pdhl kdg lagi penting2nya mau tf tp dh limit. Tolong ovo dibenahi lagi ðŸ™;Negative
Akun saya baru daftar terus baru di gunakan beberapa kali mau login lagi di blokir aktivasi mencurigakan aneh;Negative
Akun saya ngak bisa dibuka.. Pas diminta security code, saya masuk dgn code keamanan / pin saya. tapi kog ngak bisa.. Trus sekarang akun saya diblokir untuk sementara..;Negative
Kenapa tiba tiba logout, dan saya masukin nmr hp yg bener dan securitycode yg benar,, malah di blokir. Mohon infonya;Negative
Padahal sudah d top up .. eh giliran login malah malah password salah trus padahal saya yakin password bner dan ga pernah rubah passwor.. d cba trus malah diblokir .. padahal sdah lama menggunakan aplikasi ini;Negative
Akun keblokir alasan security code salah.padahal saya isi sudah benar.dan baru top up saldo.cs semua tdk tanggap.dan gak ada yg jwb.;Negative
"Makin kesini makin buruk aja ni aplikasi, jelas"" Pasword udah benar, masa sampai ke blokir, kalo ngga ada saldonya ngga jadi masalah, ini saldonya lumayan, tolong lah tingkatkan lagi";Negative
Aplikasi Terbaiiik untuk semua transaksi lebih mudah;Positive
Kenapa pas dibuka masuk kunci malah salah terus padahal no dah bener eh malah di blokir lagi gimana sih;Negative
Banyak gangguan, saya tidak masuk di bagian scurity code padahal saya sudah memasukan security code yang benar, dan finaly akun saya di blokir selama 24jam. Sangat merugikan jika untuk di pakai transaksi buru2 dan saya tidak merekomendasikan ovo sebagai alat transaksi.;Negative
Tibatiba akun saya diblokir, padahal sudah memasukan kode dengan benar. Saldo saya hilang akun saya diblokir, benar benar jelek;Negative
Akun saya kenapa logout sendiri, tidak bisa login lgi? Padahal baru saja Top Up 1jt;Negative
Ovo sekarang aneh tiba tiba akun d blokir padahal tadi siang saya transaksi pulsa pas sekarang log in eh pasword malah salah dan d blokir padahal masih ada saldo di akunnya parahhhhhhhhhhhhhhhhh;Negative
Kok pas saya mau buka aplikasinya,selalu salah security code sama finger security nya.Padahal baru top up eh gak bisa dibuka,nyesal top up nyaðŸ˜­;Negative
Ini gmn,malah akun saya kena blokir..security code sudah benar tp salah terus..akhirnya kena blokir..gimana solusinya nih;Negative
Ga bisa log in ke logout ga bisa login lagi mana ada saldonya lol;Negative
Aplikasi ini sangat bagus di buat untuk menabung dan berbisnis terimakasih OVO;Positive
Lumayan okeh dan gampang sih.. cuma kadang2 ada gangguan;Positive
Top buat ovo memudahkan saya buat transaksi apapun dan kapanpun .. karna saya gak punya rekening bank jadi ini aplikasi paling oke;Positive
Gmn nih gw udh mindahin saldo ke dana tapi blm masuk udh satu hari berlalu udh gw upgrade ke premium juga;Negative
Beli pulsa gak masuk, pdhl pas aku beli lg lwt apk sblh masuk2 aja tuh, 2x transaksi pk apk sebelah masuk trs, saran sih klo mau beli pulsa jgn di ovo tdk trusted;Negative
Tidak bisa di pungsihkan dan sdh top up malah tidak bisa di gunakan...... Baru top up sdh di potong 1000 trus sdh di email terkait kendala malah tidak ada respond jgn pakai aplikasi ini;Negative
Terbaik untuk transaksinya.. Tapi untuk harga pulsanya terlalu tinggi;Positive
Agak kecewa si, masa saya tranfer keterangan transaksi diproses mulu. Sudah hampir 5hari,. Dan saldo saya sudah terpotong saldo yg dikirim pun tak kunjung masuk di rekening yg dituju,. Jadi takut mau transaksi dinominal agak besar mau pun besar. Tolong untuk ovo diperbaiki lagi kendala apa yg terjadi dan mohon di tindak lanjuti;Negative
Aman nyaman cepat dan canggih;Positive
"Gimana nih setelah di upgrade kok jadi lelet ,, padahal sinyal ny banyak kok gak ke buka"" ,,buka apk dana aman jaya lancar,, Gak di respon gini di upgrade ke premium ,,gak ada tindakan kedepannya ,,apa kek gini terus ovo,,gimana ni masih sama aj ovo sinyal banyak tpi lama ke buka ny,,sering eror mana yang katanya memenuhi harapan pengguna";Negative
Jika data diri sudah terdaftar di akun lama itu bisa di ganti atau di ubah ke ke akun baru ga ya? Soal nya saya lupa yg akun lama nya,sedangkan saldo sudah masuk ke akun baru;Negative
Pemakaian aplikasi yang mudah untuk bayar cicilan Kredit Pintar;Positive
Tolong ini kenapa sih aku mau masuk, trs security nya udah benar masuk, TPI ga bisa masuk login, aku dah uninstall installl sama aja, signal bagus. Hari ini knp ya ovo?;Negative
Apliksainya lebih baik dari pada aplikasi sebelah, yang nanganin proses refund gak jelas asli, tapi iya sih ovo masih ada beberapa kendala untuk pembisnis tapi masih bagus lah;Positive
Buat verifd selfie emang gabisa atau gimana kok ribet tidak mempermudah sama sekali . Prefer ke apk lain aja;Negative
Cukup kecewa sama ovo, karena mau transfer ke bank aja butuh waktu yg lama banget, mana ga bisa di cancel sedangkan ini sedang urgent. Mohon diperbaiki;Negative
Untuk pembayaran lebih mudah dan cepat;Positive
Akun gua gabisa masuk gimana sih !! Udah kirim ulang kode berapa kali coba ! Update itu harusnya lebih baik bukan malah lebih buruk;Negative
Jangan beli paket spotify premium di aplikasi OVO ini pembodohan. Aku baru aja beli paket spotify premium di OVO kodenya tidak bisa di reedem TA!;Negative
Oke,terus berkarya berbaikin sedikit sistem nya dan aplikasi nya ðŸ™;Positive
Sangat membantu melakukan transaksi sangat cepat aman dan terpercaya;Positive
Terus ditingkatkan inovasi, kemudahan dan kecepatannya.;Positive
Saya baru-baru ini telah terjadi pengiriman uang ke bank lain sampe sekarang blm masuk ke rekening bang tujuan. Sudah saya laporkan ke customer servisnya tapi gak terlalu di respon dengan baik Gimana dengan uang saya yg blm di terima di rekening tujuan;Negative
Proses lama.. transfer antar bank nya sering gangguan, kenapa history saya hilang , tgl 28/02/23 saya transfer tapi keterangan lg proses namun history itu hilang;Negative
apk buruk, mau tf ke bank aja susah kepending mulu udh nunggu 3 jam lebih ttp ba masuk mohon diperbaiki lagi!!!!;Negative
Saldo saya dipotong untuk pembayaran merchant tapi tidak masuk. Tidak ada solusi yg cepat Saya menunggu sampai subuh.;Negative
Sangat membantu sekali..krna proses transfer cepat dan fee lebih murah daripada bank2 yg ada;Positive
Bgus skrang dah lama ga eror biasa nya ssh tf lah apa lah sekarang dah ok mantap bisa trik tunai jga tpi update nya kaya apk lomba updte mulu bli token knpa ya kdang ga;Positive
Kenapa sekarang tidak bisa melakukan transaksi QR code, transfer antar bank dan tarik tunai. Seolah2 saldo kita ditahan dan tidak bisa dipakai. Sangat kecewa dengan kejadian ini padahal sudah perlu melakukan transaksi.;Negative
Sangat mudah dan murah pengoperasian nya.aman karena pake pin untuk transaksi uang keluar/pembayaran.dan sangat membantu.terima kasih dan lanjutkan.semoga OVO semakin sukses;Positive
Jelek sekali,, lama bnget nunggu verifikasi upgrade nya;Negative
Verifikasi gampang tpi gagal trs,ktp atau selfi bermasalah padahal data udh pada bnr,ini data istri saya bermasalah apa apk nya bermasalah,mending dana verifikasi aga ribet tpi berhasil,tolong perbaiki lagi apknya,soalnya ada uang di dalem nya,mau tf jdi susah karna verifikasi gagal trs;Negative
KTP terkait akun lama. Minta bantuan cs tidak memberi solusi sama sekali. System ribet hanya untuk penutupan akun. Harus mengingat semuanya secara detil. Sudah kirim aduan tidak ada balasan. Live chat slow respon banget. Kecewa banget pakai ovo. Habis pulsa banyak cuma buat nelpon cs. Bintang - 5 kalo ada;Negative
Gimana ini udah tranfers suruh ke ovo malah ovo nya banyak gangguan duh mana butuh banget buat dipake malah susah masuk aneh diupdate hanya untuk erorr. :( Perbaikilah susah banget malah terus close sendiri.masuk susah;Negative
Pengunaan aplikasi bagus ! Tapi sayang.... terlalu banyak potongan biaya admin !!! Yang ingin transfer lewat ATM /layanan lain ada potongan ditambah ada potongan juga bagi yang menerima transfer;Positive
sangat disayangkan karena ketika kirim saldo sering error;Negative
Cukup 1 bintang saje masak sih udah sukses transaksi malah tujuan transfer saya gak masuk saldo yg saya scan qris;Negative
Komplain pembelian pulsa sampai saat ini belum juga saya terima pulsanya, payah customer servisnya..;Negative
Habis di update kenapa aplikasinya malah tambah lemot,,,, biasanya buat isi pulsa dan top up, itu cepat masuk, sekarang malah lemmot ,,;Negative
Apk yg bagus,dan mudah untuk transaksi..;Positive
Udah lama saya gunakan ovo, sangat sangat membantu untuk transaksi, topup mudah cepat masuknya, di tambah ada investasi. Untuk kedepannya semoga ada kartunya seperti pada bank bank umumnya, sehingga untuk transaksi tidak mengeluarkan HP;Positive
Suka bgt sama ovo, mau transfer apa aja jadi mudah apalagi ada fitur menambah saldo di Indomaret dan supermarket terdekat di kota aku, jadi makin mudah mau menambah saldo Ovo , pokoknya keren banget deh !!ðŸ˜»ðŸ¤©;Positive
Setiap top up di kenakan biaya top up,, dari pengirim sudah dikenakan biaya admin,, terus di aplikasi ovo nya di potong lagi biaya top up... Kok ada aplikasi kaya gini, ini namanya merugikan pengguna,, kalo mau cari untung gak gini caranya, dimana-mana kalo tup up itu gk dikenakan biaya;Negative
Setelah update aplikasi bukan nya tambah bagus malah tambah jelek. Sudah berhasil top-up tapi saldo belum masuk padahal saldo di atm bni sudah terpotong;Negative
Sangat cepat dan mudah dlm penggunaanya.;Positive
Sangat baik pengalaman saya di Ovo Mari kita menggunakan aplikasi Ovo(dompet digital) untuk mempermudah transaksi kita dan menjaga keamanan kita dari pencopet yang kini mungkin sudah gak ada karna adanya dompet digital ini;Positive
Penggunaan mudah, cepat. Semoga kedepannya lebih baik lagi;Positive
3 kali saya transfer status di ovo nya sukses tapi kaga masuk tf.n nya ke rekening yang di tuju , saya email jawabnya proses 2 hari , tapi udah 2 hari belom ada kejelasan udah masuk apa belom nya itu tf.n ke rekening yang saya tuju , tolong lebih di naikan lagi sistem nya , kalo dana yang kita tf itu penting banget trus harus nunggu 2 hari gimna ? mending kalo kita punya ganti dulu buat uang yang masih pendin di ovo lah ini kaga ada , harus nunggu 2 hari, saya udah 3 kali kejadian kaya gini ,;Negative
Sangat membantu dalam perjalanan dan waktu nya sangat cepat dan tanggap;Positive
Fitur yang sangat memudahkan dan fleksible;Positive
Beli pulsa dengan mudah dan cepat prosesnya;Positive
Membantu pembayaran,gak perlu ribet bawa dompet lg,;Positive
E-Wallet yg mudah,cepat dan simple, sangat mendukung dlm aktifitas proses finansialku.;Positive
Awalnya baik baik aja pakai ovo, tapi kenapa tiba-tiba aja saldo ovo saya berkurang dan ada pembayaran gitu padahal saya gak ngerasa lakuin pembayaran apapun ditanggal 27 Februari jam 21.07. Saldo ovo saya ketarik 46.000 kan lumaya itu ketariknya, jadinya saya unistall deh aplikasi nya gegara itu. Ini bukan kesekalinya aja saya saldo saya berkurang tiba-tiba karena pembayaran yang gak saya lakukan.;Negative
Makin kesini sering eror mau top up aja gagal trus..padahal ke yg lain 1x klik langsung selesai entah berantah;Negative
Top punya, jangan ragu untuk Simpan, Kirim atau bayar-bayar pakai OVOnya. W dah lama pakai aplikasi ini dari tahun 2018. Sekarang bisa bayar dan tarik tunai di Indomaret tak perlu repot cari ATM atau alat transaksi yang lainnya cukup di OVO semua pasti bisa.;Positive
Awal pakai amanÂ² saja setelah di up date sekarang jd sering error jd ga bisa masuk ke ovo;Negative
sering error pas mau masuk malah loading lama banget pdhl aplikasinya udh bagus bnyak kerja sama dgn aplikasi merchant, ga kayak apk sebelah yg warna biru lebih sedikit errornya;Negative
Aplikasi payah,. sekalinya pake aplikasi ini Biaya transfer mahal udah gitu ada biaya admin pula,. Bukannya mau untung malah buntung pake aplikasi ini,. Mending pake aplikasi DANA biaya transfer GRATIS apalagi biaya admin gak ada sama sekali,. Gak rekomended banget aplikasi ini. Langsung UNINSTALL ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž;Positive
SangatÂ² mengecewakan gagal transfer/melakukan pembayaran tidak ada tindakan sama sekali;Negative
Ovo tidak berguna, akun saya sudah premier tapi kenapa gak bisah transfer sesama ovo selalu gagal. Admin coba tingkatkan lagi kinerja aplikasi supaya dapat membantu dan mempermudah bukan malah mempersulit.;Negative
"mau login aj susah bener nunggu kode sms kaga dikirim"" sekali dikirim link kedaluarsa mulu tolol lah ni aplikasi sering banget eror ya";Negative
Untuk menu paket data tidak lengkap, kebanyakan harga yang mahal. tolong developer tambahkan pilihan yang agak murah untuk paket datanya;Negative
OVO makin kesini makin CULAS,,terlalu besar biaya potongan untuk sekali transaksi kesesama Bank,, padahal itu transaksi ke Bank punya member sendiri tapi potongan nya gk ng'OTAK krna terlalu besar,, perbaiki sistem CULAS seperti itu ðŸ‘Ž;Negative
Kenapa setiap deposit kena potongan 1000..mau transfer biaya 2500 kemahan bngt...sering gagal kalo transfer..kurang baik layanan nya;Negative
Kenapa si setiap mau tf ke ovo lagi malah trus gangguan sudah beberapa kali di coba masih juga belum bisa serasa tidak puas saja dengan apk ovo saya. Minta kerja sama nya dong;Negative
Cepat tr nya dan banyak promonya, mantap;Positive
Ribet, mau transfer dan tarik tunai harus upgrade proses lama buang buang waktu !;Negative
Baru jg daftar dah ribet , g bisa apa d bikin otomatis;Negative
Sangat mudah dan sangat membantu dalam bertransaksi;Positive
Lumayan cepat transfer lewat OVO tapi sayang jarang ada bonus poin jadi kurang sempurna....;Positive
Proses cepat. Tapi terkadang tidak bisa tranfer sesama ovo suka gagal;Positive
Aplikasi lancar, jarang berkendala. Sayang gak ada program voucher potongan/ovo point susah didapatkan mungkin emang tidak ada;Positive
Solusi kebutuhan sangan simple sekali;Positive
Mengecewakan sekali, verifikasinya lama bngt, mohon diverbaiki dalam fitur verifikasi;Negative
Saya top up 100rb udah 2 hari ga masuk. Sudah menghub CS katanya gak ada masalah, tapi kok saldo gak masuk2. Apa itu bukan masalah? CS nya aneh2 aja;Negative
bagus sangat membantu untuk pembayaranÂ²/tagihan apapun bayar pake ovo jd praktis;Positive
Sangat kecewa berkali kli saya masuk ga bisa. Selalu verifikasi . tolong di permudah lah.;Negative
Saya sangat kecewa yang saya anggap trasfer berbayar akan lancar atau lebih cepat ternyata tidak mempermudah sama sekali 2 hari sudah saya transfer tapi di proses terus ini. Kecewa banget sih menghambat juga ke pekerjaan;Negative
4x24 jam dalam proses terus, saldo sudah terpotong nggak balik lagi. Jangan pakai e wallet ini masih banyak e wallet lainnya.;Negative
lagi gangguan apa gimana ya ovo qo gak bisa dibuka susah banget di buka cuma muter-muter doang;Negative
Payah aplikasi yg ribet daftar baru aja ribet banget udah sesuai arahan aplikasi pas di klarifikasi via email gagalðŸ‘Žâ˜¹ðŸ‘Ž maksud bagaimana tuh jadi takut klo nyimpan uang di sini takut hilang permudah lagi layanannya perbaiki;Negative
Belanja ndk berasa, yg penting saldo selalu top up....hehehhe;Positive
Link verifikasi setiap di klik keterangan kadaluarsa.dan akun di bkokir.tidak masuk akal.apk apa ini.membingungkan.auto unistal.mending pakai dana;Negative
Knpa sih kok susah betul loadingx, disaat kita butuh cepat malah muterÂ² doang;Negative
